userName;score;label;at;content
Kokoh Obeth;5;Positif;04/10/2023 04.59;Good app
Andy Nugraha;1;Negatif;04/10/2023 04.57;Sangat jelek merugikàn driver . Persaingan yg tidak sehat
Satia Rangga;1;Negatif;04/10/2023 04.53;Sulit di pahami mengenai ongkos nya, sangat tidak berpihak kepada driver dan tidak mensejahterakan driver
Khairul Anwar;1;Negatif;04/10/2023 04.51;Sangat jelek,merugikan draiver
jurais alqarni;1;Negatif;04/10/2023 04.40;Sistem indriver nya sekarang kacau, merugikan dan membahayakan untuk driver di area jabodetabek. Kita para driver di paksa untuk selalu liatin HP agar bisa cocol orderan yang mana bisa membahayakan jika sedang di jalan ada orderan yang masuk tapi tetep harus di cocol dulu untuk pilih harga dan waktu penjemputan.. Dan status akun yang sudah prioritas di sama ratakan dengan yang non prioritas, dimana itu sangat merugikan yang akun sudah menjadi prioritas, karna sudah membeli atribut jaket+helm..
Christop Siburian;5;Positif;04/10/2023 04.40;Good
erik setiawan;5;Positif;04/10/2023 04.26;Untuk beberapa hari ini gak berfungsi semesti nya ada apa kah ini aplikasi nya
Yusuf Khanafi;2;Negatif;04/10/2023 04.16;Kenapa sekarang jadi susah buat online 🖕
Janfifin Sipayung;1;Negatif;04/10/2023 04.02;Susah dapat orderan ..terlalu bnyak pakai mod atau bos atau makro.. sistem yg lemah gampang di bobol...tolol
Christian Runtu;1;Negatif;04/10/2023 03.51;Indriver nda profesional 👎 nda mensejahterakan driver 👎
Khrisna Olshop;1;Negatif;04/10/2023 03.37;Udah prioritas malah hilang Prio nya,dah beli jaket mahal
Indra Setiawan;5;Positif;04/10/2023 03.27;mohon diperbaiki lagi bug untuk driver, kadang suka dapat 2 orderan sekaligus, kadang saat dapat orderan aplikasi crash saat di refresh orderan masuk tapi tidak ada alamat jemput atau pengantaran. selebihnya masih oke. semoga semakin baik lagi kedepannya 🙏👍
Muhammad Sufiyanto;5;Positif;04/10/2023 03.23;Kok punyak ak gk dpt2 kastamer
ARIF Putri;1;Negatif;04/10/2023 03.12;Indriver kayak maling saja
Soekarna;1;Negatif;04/10/2023 03.08;Driver nya tak tau diri, malah minta uang lebih
Juhe Brasco;1;Negatif;04/10/2023 03.08;Aplikasi mantap , lebih mantap lagi kalau di musnahkan
ASB PingPong;2;Negatif;04/10/2023 03.08;Awal nya rekomend banget ni apk .. Makin kesini makin aneh, masa jarak ordera yg ada di list orderan kita di atas 5kilo semua,Sedangkan orderan yg di deket lokasi kita gk masuk ke akun kita, Contoh . Saya stanby menungggu orderan di lokasi A tapi yg ada di list orderan di lokasi nya di lokasi C Pernah saya penasaran, saya coba muter, saya jalan ke lokasi C sampe di sana orderan yg di list orderan yg masuk di lokask A semua Payah
Dinar Herdiansyah;1;Negatif;04/10/2023 03.04;Apk nya ripuh g ada asuransi dan lain laim,kantor nya ga ada dan ga jelas,,mobil nya tidak sesuai,tidak standar mobil pada umum nya,seperti angkot tidak dinyalakan ac,dibawa kebut2an,dll Saya sangat sangat tidak puas
Divka Alzulfanti;1;Negatif;04/10/2023 03.01;Bersaing yg sehat dong ...jgn kya naik andong !!!
Gaos Safarudin;5;Positif;04/10/2023 03.01;very good
Ahonk Pehonk;1;Negatif;04/10/2023 02.59;Aplikasi sapi perah buat driver argo tidak masuk akal lebih dari oplet dan kretek kuda .. mau mau nya naik indriver keamanan tidak ada kantor nya pun tidak jelas
Muhammad syahbana;5;Positif;04/10/2023 02.54;Fitur baru Semakin sulit untuk mendapatkan orderan.
Iwan Setiawan;1;Negatif;04/10/2023 02.54;Aplikasi gak jelas saya ketinggalan barang di mobil mau lapor lapor kemana? Dan kenapa setiap saya naik indriver gak pernah pake AC, apakah karena saya cuma bayar 12k jadi gak dikasih pake AC, sekarang saya pindah lagi ke gojek di gojek saya serasa jadi sultan oleh pelayanan Driver nya, ilove gojek
Ary Prabowo;5;Positif;04/10/2023 02.38;good
junaedi alexandria;1;Negatif;04/10/2023 02.29;Versi baru kacau, posisi di Online kaga bisa....Offline terus, ini gimana Boss Makin naek versi bukan nye bener malah Rusak
Khaerul Nurdin;1;Negatif;04/10/2023 02.25;Bajred
Hikmal Ibeng;1;Negatif;04/10/2023 02.16;Aplikasi malah menjadi kemunduran ui/ux nya prio sama non prio sama ajh status nya, jarak 60 meter gk kena, percuma beli jaket, aplikasi makin berat, auto bid dicabut, percaya sama saya klo gk dibikin seperti dulu lagi bakalan gaada yg mau ngorder lagi, semenjak update kinerja aplikasi berat
Tupang Tulus;5;Positif;04/10/2023 01.59;sopan dan baik
Reno Kelvin rumapea;1;Negatif;04/10/2023 01.46;Kenapa fitur sekarang tidak mendukung driver tolong diubah lah updatenya saya udah beli baju biar jadi akun prioritas malah jadi driver biasa
kriswiyanto yanto;5;Positif;04/10/2023 01.39;Oke
Rio Esde;1;Negatif;04/10/2023 01.37;Bad
Zakiyoo 3;1;Negatif;04/10/2023 01.12;Menyusahkan driver harus cocol lagi saat berkendara tolong lah autobid di adakan lagi, system udah aman tidak ada mod
Muhammad Taufik Ismail;1;Negatif;04/10/2023 01.11;Murahan merusak harga
Edi Handoko;4;Positif;04/10/2023 01.02;Dengan adanya aplikasi ini sangat memudahkan kami dalam bepergian, khususnya untuk tunanetra.
NurH;2;Negatif;04/10/2023 00.58;susah mendapatkan orderan, selalu saja di tolak
ZIDNI Gaming;5;Positif;04/10/2023 00.48;Bagus
Landi Kmbunk;1;Negatif;04/10/2023 00.45;"Sangat tidak adil, padahal akun saya sudah mendapatkan status ""PRIORITAS"" tetapi setelah di update status akun saya kembali berstatus ""NORMAL"", dampaknya saya susah kembali mendapatkan orderan"
Gumilar Nugraha;5;Positif;04/10/2023 00.41;nice
Iyah Pnd;5;Positif;04/10/2023 00.37;pelayan an ok
Asmala Herman;1;Negatif;04/10/2023 00.35;Setelah update lencana prioritas malah hilang d email blom djawab di chat d dukungan jawaban kendala tapi gk kelar kelar.. Gimana woy status akun prioritas w masa ilang w ud beli atribute
Parlindungan Tambunan;5;Positif;04/10/2023 00.32;Bagus, mudah digunakan
Darma Ariana;1;Negatif;04/10/2023 00.27;Setelah updata indrive makin hancur, susah mendapat order, tidak ada tampilan bid di layar jika ada orderan masuk,, sering buffering(error).. tolong kembalikan ke versi yang dulu, dulu yg sangat mudah mencari penumpang tidak sering error seperti sekarang sangat parah aplikasinya sangat busuk... kembalikan aja ke versi sebelumnya, makasih
Andar Permana;1;Negatif;04/10/2023 00.20;Sistem sekarang malah semakin jelek.dimana keamanan driver tidak di utamakan.sistem yang mengharuskan driver untuk nyocol. Kalau driver lagi di jalan dan kecepatan penuh apakah driver harus nyocol juga? Biar admin yang jawab.
Erlan Aprilliadi;5;Positif;04/10/2023 00.16;Tolong perbaiki lagi, ketika ada orderan dekat orderan langsung ilang, untuk klik manual, tolong di perbaiki terimakasih
Hermansyah Iyan;1;Negatif;04/10/2023 00.14;Naik versi bukannya makin bagus malah makin ancur,,,d online nin ga bisa,,NARIK DARI KEMARIN GA BISA
Yusuprizki Maulana;1;Negatif;04/10/2023 00.07;Parah sih indriver masa saya udah beli atribut di shope terus udah prioritas satu bulan eh sekarang malah hilang pita prioritas nya ga kembali lagi parah bener rugi saya beli atribut mahal mahal
Ali Putra;2;Negatif;03/10/2023 23.59;Dibenerinlah sistemnya. dr awal yg dibahas sama pengguna yang lain rata² sama masalah jarak.. harusnya yg real di maps berapa aslinya jauh.. fitur en route jg ga ada.. bolak balik install/uninstall msh tdk ada jgn dibalas ulasannya cuma perbaiki cuma itu tp belum ada perubahan.. yg rugi bukan cuma driver tp juga customer.. percaya sama saya, kalo ga dibenerin pasti bakal jatuh indrive ini.. ayolah demi kalian juga sebagai perusahaan.. ga kasihan apa kalian juga buat ini kan jg demi cari duit jg
Dian Ayuni Maryana;5;Positif;03/10/2023 23.57;baguss apk nyaa. setelah di update, UI nya jauh lebih baik. Terimakasih
Alfiyanto Brontoseno;5;Positif;03/10/2023 23.53;Mantap
Gontay Guling;5;Positif;03/10/2023 23.40;Mantap
Bayu Syahrul rahmadan;1;Negatif;03/10/2023 23.34;Mohon maaf kejadian kemaren saya dapet order terus di cancel sama penumpang saldo saya sudah kepotong padahal saya belum gerak.. Gimana ini di updet malah nyusahin driver
Rapid Azis;5;Positif;03/10/2023 23.30;Aplikasi ini aplikasi yang membantu hidupku mantap rrinakaish indrive
yoga mirlanda;1;Negatif;03/10/2023 23.27;Tambah Banyak yg pakai MOD jadinya amburadul.... setiap mau minta orderan langsung orderan diterima parah parahhh. Kebijakan indriv harus tegas mas bro!!
Zlv Arnsyh;1;Negatif;03/10/2023 23.06;Payah
herry jokosatrio (Deave007);5;Positif;03/10/2023 23.06;Good
Widi Santoso;5;Positif;03/10/2023 23.04;mantap
Kukuh Asra;5;Positif;03/10/2023 23.03;Bagus
beni rubini;5;Positif;03/10/2023 22.56;Mantap
Aldian Trans;1;Negatif;03/10/2023 22.52;Hello indri??? Diem diem bae, coba dong di cek itu orang orang yang pake aplikasi tambahan di kawasan bandara soeta, order nongol pas di cocol ilang... Kalian harus tegas dong, masa tutup mata, hargain driver yang jujur....sakit hati gw klw lagi pas antar ke bandara terus ada order masuk tapi selalu hilang dalam sekejap....
Cecep Permana;4;Positif;03/10/2023 22.43;Aplikasi sangat bagus, sy kasih bintang 3 dl.... tolong diperbaiki untuk order yang masuk kalau dari driver yang batalkan saldo topup driver jangan dipotong biaya pelayanan harus dikembalikan....
Wawan Ganteng;1;Negatif;03/10/2023 22.30;Sistem amburadul
Arnan Daruwu;1;Negatif;03/10/2023 22.11;Banyak Coustamer penipu, tdk ada pusat bantuan untuk membantu para driver yang kena tipu, muda mudahan bisa di perbaiki lagi, kalau bisa penumpang harus daftarkan diri kayak driver supaya bisa tau identitas penumpang nya biar gak main nipu lagi. Kasihan orang mau cari rejeki tapi malah kena tipu gara gara coustomer yang se enak nya
Muhammad Rafli setiawan;5;Positif;03/10/2023 21.51;Untuk saat ini di kota bandung autobid aman, bukan sistem tapi cs yang menentukan.
Kawan Perjalanan;1;Negatif;03/10/2023 21.35;Cari orderan harus cepat nyocol, trus masih lelang, kebayang kalau lagi posisi mengemudi, trs hrs cepet nyocol.. bisa ilang fokus.. blm tentu dapat orderan.. nabrak mungkin.. mikir dong kalau bikin apk.. driver ini di jalan bukan rebahan..
Lanx Guns;1;Negatif;03/10/2023 21.23;Aplikasi bangsat
Iyah Karyati;1;Negatif;03/10/2023 20.42;Tolong dong untuk aplikasi driver pengemudi nya sistem autobid jangan nyocol membahayakan driver dan pengguna jalan lain nya ini masukan nya saja. Jika memang sekarang di perbarui tolong sistem autobid aja seperti kompotitor aplikasi lain nya. Sistem autobid tapi masuk nya ke aplikasi penumpang lelang beberapa driver . Jadi penumpang yang milih
Haw gaming;1;Negatif;03/10/2023 20.36;Setelah pembaruan nyari orderan susah.. Menyulitkan driver.. Boro boro buat makan buat bensin aja susah.. Sehari keluar cuma dapet 11 rb.. Padahal akun prioritas awalnya skrng prioritas hilang.. Mending uninstall aja .. Aplikasi ga berguna.. Masih tahap uji coba tapi udah di publish nyusahin driver..
revan ismail;1;Negatif;03/10/2023 20.35;Aplkasi aneh..kantor nya ghoib
augusts rizals;1;Negatif;03/10/2023 19.17;Kok jadi gini ya aplikasinya,, jd banyak sekali kekurangannya, orderan lun yg hadir semakin sedikit
Rizky Setya Maulana;1;Negatif;03/10/2023 18.55;Saldo driver harusnya bisa diambil
Yudha Tama;1;Negatif;03/10/2023 18.47;Apk 👎
Gratianus Justisiano;1;Negatif;03/10/2023 18.42;Update terbaru BUG tidak bisa online di Xiaomi 4X
Doni Reuben;1;Negatif;03/10/2023 18.35;Rubah2 terus kebijakan.auto on skrf nyocol lg..mana yg duluan nyocol malah di bawah pilihan nya kalah dgn yg terkkahir nyocol di atas pilihan nya..ga jelas
Jefri Kures;1;Negatif;03/10/2023 18.32;Lucu ni drivernya masa nego harga nya bukan di aplikasi tapi di WA, ga ngerti pake aplikasinya atau gimna nieh drivernya
Bhayangkari Ranting Samarang;5;Positif;03/10/2023 17.51;Bismillah...
Ganes Ya;5;Positif;03/10/2023 17.47;Terimakasih sudah d terima jadi driver indriver
Erwin Sentanu;5;Positif;03/10/2023 17.33;ok
Robby Megantara;5;Positif;03/10/2023 17.32;Mohon gmn caranya sistemnya ada Autobid ya biar memudahkan Driver u menerima orderan secara cepat..
Ujang Kurnia;5;Positif;03/10/2023 17.32;Indrive .. mantap.. intinya jangan pada munapik.. dengan apk ini... banyak membantu sekali..mudah mudah smua ctmr bisa pindah ke indrive. Amin... biar kompetitor nya pada .....
Zayin Adja01;1;Negatif;03/10/2023 17.22;"bukanya tambah bener, malah tambah kacau.. hatusnya yg di benahin dan di perbaiki itu gimana caranya biar makin banyak oramg pake indrive, bukan malah aplikasi yg di acak"". kita yg di lapangan yg tau sikonya seperti apa."
Acepabdulrosid Acep;5;Positif;03/10/2023 17.09;sangat baik
Sultonik Ikhsanur;1;Negatif;03/10/2023 17.08;Aplikasi yang membebankan driver harga 12rb , tidak manusiawi
mamah najib;5;Positif;03/10/2023 17.06;Lebih bagus lagi driver di permudah lelang
Ujang Kasep;1;Negatif;03/10/2023 17.00;Apliaksi penjajah, ngasi tarif tidak manusiawi. Bersaing tidak sehat.merugikan kami para driver online. Tolong para custemer hargai kami...jangan gunakan aplikasi bodong yg ga ada kantor nya.
Fahrijal 72;1;Negatif;03/10/2023 16.53;Halo admin saya ngojek di sekitaran bandara Sukarno Hatta,,kenapa jalur mobil bisa di lalui motor,,ada 2 titik jalur mobil bisa di lalui motor,di jl. C1 & puter balik di jl.raya Soekarno Hatta,jelas jelas motor di larang melintas ,,
Ivan Pratama;2;Negatif;03/10/2023 16.47;Makin di update makin anyep ga ada penumpang nya
Nike Pernanda;2;Negatif;03/10/2023 16.35;Aturan sistem nya parah, Masa prioritas veteran kalah terus sama pringkat prioritas yang dibawah nya.. Peringkat yang dibawah lebih sering masuk lelangan di urutan pertama Sedangkan posisi prioritas veteran lebih dekat dengan pelangan, tapi masuk urutan ke 3 dan 4, padahal peringkat sangat tinggi.. Tolong perbaiki, dan atur sesuai peringkat
Fitriadi;4;Positif;03/10/2023 16.32;Tolong yg pakai apk mod di sterilisasi
Soreang Banjaran;4;Positif;03/10/2023 16.28;tolong ini kenapa ya ketika mau tambah dana akun kok tidak muncul apa apa .malah kaya yang ngebleng .tolong diperpaiki .mau laporan kedukungan malah page eror trus
Muhammad Alfarizi;2;Negatif;03/10/2023 16.25;knp si klo ada yang 1 masuk harus rebutan? sistemny sikut²tan kaya orang kerja ajh padahal driver doang🗿
Purba Novrida;5;Positif;03/10/2023 16.12;sangat bagus
syarif udin;5;Positif;03/10/2023 15.59;Membantu menambah keuangan saya
Jafar 123;5;Positif;03/10/2023 15.59;Ok
Dhanisoundcustom;1;Negatif;03/10/2023 15.56;Aplikasi aneh. Bikin driver emosi. Beli atribut susah banget giliran dapet eh prioritas nya hilang gara2 critical update. Yg tidak prioritas malah ratingnya naik jadi veryhigh, yg prioritas malah ratingnya turun jadi noemal. Jangan mau disuruh beli atribut. Buang2 duit.
Massagani Hamid;5;Positif;03/10/2023 15.45;Ok
Empi Salep;1;Negatif;03/10/2023 15.40;INI GIMNA SIH PIHAK INDRI MAU ONLINE AJA SUSAH BANGET UDH DIAKTIFIN SEMUA PENGATURAN NOTIF TETEP GK BISA ONLINE , TOLONG DONG DIBENERIN LAGI APLIKASI NYA JANGAN MAKIN RIBET GINI , JADI GAK BISA ONBID NIH SEHARIAN PARAH BANGET SIH NIH KINERJA YANG OTAK ATIK APLIKASI NYA ASTAGA , TOLONG DIBENERIN LAGI DONG BIAR GAMPANG ONLINE NYA , GUA KASIH BINTANG 1 DULU SAMPE TUH APLIKASI DIBENERIN LAGI , GAK BISA NARIK NIH GUE ASTAGA
Tuyul 01;2;Negatif;03/10/2023 15.26;Top dech
Moehammad Lucky firmansyah;4;Positif;03/10/2023 15.26;Kok loading terus yaah ???
Lutfi Masum;5;Positif;03/10/2023 15.05;Meski ongkos nya murah tp potongan nya jg rendah buat driver..
ghufron huri;1;Negatif;03/10/2023 14.56;Kembalikan ketampilan sebelumnya, tampilan baru sangat buruk untuk mendapatkan order. Dan ketika dibawa jalan, tidak akurat serta tidak update seperti sebelumnya
Ayu Ayu;4;Positif;03/10/2023 14.43;TOLONG UNTUK ADMIN INDRIVE, DILAPANGAN BANYAK SEKALI APLIKASI ILEGAL PIHAK KE 3, SAYA SELAKU DRIVER INDRIVE MERASA TERCURANGI DENGAN ORANG ORANG YANG PAKAI MOD APLIKASI INDRIVE. TOLONG DITINDAK DRIVER YANG CURANG, KARENA MERUGIKAN SEKALI KE TEMAN² YANG PAKAI APLIKASI NORMAL. TOLONG APLIKATOR LEBIH PROTECT LAGI . TERIMAKASIH
Yeyen Boy indra;4;Positif;03/10/2023 14.23;Jangan terlalu sering update ya...
Manda nda;4;Positif;03/10/2023 14.08;oky.
akbar akbar;1;Negatif;03/10/2023 13.55;parah te bisa mode top up
Afifah Farahdil;5;Positif;03/10/2023 13.53;ok
Akbal Mulia88;5;Positif;03/10/2023 13.43;siap mantap jam berpa put stay driver nya
Hansen Wijaya;5;Positif;03/10/2023 13.36;Mantap
Darwis Nainggolan;5;Positif;03/10/2023 13.32;Mantap
Eep lincon;1;Negatif;03/10/2023 13.27;Apk makin kesini malah Makin kesana
Rita Sartika;1;Negatif;03/10/2023 13.21;Kamvret grgr di update jadi critical update penghasilan w 95% turun . Coba lah it kantor indriver ubah seperti dulu lagi .
Rahmat Debi Saputra;1;Negatif;03/10/2023 13.17;"Kalau dapat orderan otomatis Masuk nya tanpa pilih "" driver"
Achirudin Udin;4;Positif;03/10/2023 13.11;Kenapa indriver setelah di-update malah tidak jelas ikon arah hilang dan malah selalu timbul arahan indrive dikolom rusak penglihatan saja
Martua Nababan;5;Positif;03/10/2023 12.46;👍
Roni Pecel;5;Positif;03/10/2023 12.46;tolong di perbaharui sistemny gabisa AUTO
Roselliant Kamini;1;Negatif;03/10/2023 12.45;Busuk, terlalu aneh ini aplikasi, jarak penjemputan di atas 5km, kan bagong. Sedangkan tetiba muncul jarak 1-2 km tanpa notif, kontollll benerrrr...
isman isman;1;Negatif;03/10/2023 12.30;tolong harga di bandung naikin dong... harga bensin naik nih, kasih dong indri, mana L mana s. penumpang ny banyak ongkos murah. tolong dong indri kasian dong k driver promo promo sih
Lays herman;5;Positif;03/10/2023 12.30;mantap
Mahluk Nomaden;1;Negatif;03/10/2023 11.57;update sistem tidak menjadikan lebih baik dari sisi user, mengecewakan, apakah mungkin lebih baik menggunakan aplikasi lain?
Hamid Rahman;5;Positif;03/10/2023 11.50;Kalau orderan jau nggak ada nada dering
rian prasetya;1;Negatif;03/10/2023 11.41;Up date malah goib ya orderan'a Makin banyak mood begal sekarang
Andes Setya Hutama;4;Positif;03/10/2023 11.39;"Ini knpa stelah di update muter"" terus Yaa, permintaan penumpang JDI tidak ada pada hal jaringan kenceng, terimakasih"
Android REV;1;Negatif;03/10/2023 11.24;Sekarang udah banyak yang pakai mod macrodroid tolong cepat di deteksi dan baned semua akun yang memakai,karna sangat merugikan orang yang main bersih,cepat tingkatkan perlidungan terhadap mod dan kecurangan aplikasi
Dedi Setiawan;1;Negatif;03/10/2023 11.18;Makin apded makin kga jelas
Syahirah Putri;5;Positif;03/10/2023 11.09;Luar biasa
Erwin Suryadi;1;Negatif;03/10/2023 11.03;update aplikasi bukan nya lebih bagus malah zonk. orderan nya kosong terus. sekali nya nongol langsung ilang dalam sekejap. masa aplikasi ori kalah sama aplikasi mod yg gampang banget dapet orderan.
Maikel J Moniung;1;Negatif;03/10/2023 11.02;Mau ganti nomor Hp kenapa tidak bisa??? CSnya juga nggak ada respon.
Asep Irfan Nugraha;1;Negatif;03/10/2023 11.00;Saya ubah jumlah bintang karena pengguna BOT/MOD masih banyak berkeliaran dan masih nyaman mereka. Percuma mengubah peta jd bagus dll, yg di butuhkan pengemudi adalah ingin kecurangan hilang...
Hapiyusuf Zaelani;1;Negatif;03/10/2023 10.57;Kapan Nih Bandung sistemnya kayak jabodetabek?
Sinta Amalia;1;Negatif;03/10/2023 10.54;Buruk versi baru
Adventiasma Krisnanda;1;Negatif;03/10/2023 10.42;Nyocoll terus. Bisa kecelakaan
Moch Sofyan;5;Positif;03/10/2023 10.39;secara umum bagus murah bisa diatur
Jepri Hasiholan;5;Positif;03/10/2023 10.38;Perbaiki autobid nya dong..
athar khalif;5;Positif;03/10/2023 10.16;ok
Muhammad Syauqi;5;Positif;03/10/2023 10.15;Sangat membantu mencari uang
Muhammad Aryadani;1;Negatif;03/10/2023 10.15;indriver applikasi kamu ko makin parah semnjak tampilan berubah sytem jadi ngaco... masa penumpang yg cancel saldo di kembalikanya esok harinya gimana saya mau narik klo saldonya di potong terus padahal si penumpangnya yg gk sabaran
Ricky HDS;5;Positif;03/10/2023 09.59;Good, semoga ramai orderan saya
Dwi Mukhlisin;5;Positif;03/10/2023 09.33;👍
Robby Herdyan;1;Negatif;03/10/2023 09.28;Buruk sekali tampilan yg sekarang... Tolong rubah ke tampilan sebelumnya
Hendrie Sutan Pamenan;1;Negatif;03/10/2023 09.27;Sistem order diskriminasi, tampang pas2an susah dpt orderan. Knp gak dibuat otomatis seperti aplikasi sebelah? Hmpir setahun jd driver indrive tp orderan baru 7x. Sama sekali tdk mensejahterakan driver
Aan Rusdiana;5;Positif;03/10/2023 09.16;sangat baik
imam firdaus;5;Positif;03/10/2023 09.02;Kenapa permohonan jadi driver saya di tolak terus min, padahal saya udah cantumin profil akun lain, tapi di tolak terus udah 4x gagal
Thuza Thuzaa;5;Positif;03/10/2023 08.45;Tolong perbaiki system aplikasi terbaru,setelah di update malah JD lemot
Sidi Batuah;1;Negatif;03/10/2023 08.43;Sistim bagong
tguh pwre;5;Positif;03/10/2023 08.36;Terimakasih telah menggunakan indriver
rizal syarifudin;5;Positif;03/10/2023 08.33;bagus
Marcell Gunarto;5;Positif;03/10/2023 08.07;Good aplikasi
Daden Nden;1;Negatif;03/10/2023 07.53;Tidak bisa melihat orderan
Antonius Situngkir;1;Negatif;03/10/2023 07.46;Di update malah lemot, aplikasi ga bisa di pake sama sekali.. Aplikasi bobrok
Putra Nata;4;Positif;03/10/2023 07.42;Perbaiki terus
Syafar Bogor;5;Positif;03/10/2023 07.31;Oke punya
Ari Yanto;1;Negatif;03/10/2023 07.20;Smakin update smakin parah.. Critical update bikin kacau. Maps slalu abu stiap pindah tempat. Pantes aja ga nyala order padahal deket. Stiap dibawa jalan di motor maps ktinggalan dan ga ikut jalan Coba di perhatikan kalo update tuh bos ku IT INDRIVE
Campervan Baby Boy;1;Negatif;03/10/2023 07.19;Sistemnya makin kacau
KakakSeram V2;4;Positif;03/10/2023 07.10;Pada mode driver, tidak bisa menggeser status ke onbid, akan selalu kembali ke offbid. Ini terjadi pada perangkat redmi note 4, padahal semua perizinan dari sistem sudah di aktifkan
ariframlan gocar;5;Positif;03/10/2023 07.06;MANTABZ 👍👍👍👍👍
Asep Hr;1;Negatif;03/10/2023 07.05;Rungkad,boss ahhh akun driver saya udh 2 minggu hilang begitu saja,,padahal nomor hp buat login nomor yg tetap,,sali masih banyak lagi,,,lewat email ngga ada balasan,,,lewat dukungan ngga ada tanggapan
Rezki Saputra;5;Positif;03/10/2023 07.05;Terimakasin akun saya sudah jadi prioritas
ANR CHANEL;1;Negatif;03/10/2023 06.52;aplikasi jadi lemot..susah dapet orderan..lelet banget..sue lah update nya..malah tambah jelek
Lilis waruwu;5;Positif;03/10/2023 06.47;sangat bagus
C G;1;Negatif;03/10/2023 06.46;"saya merasa di tipu dengan indrive !!! saya beli atribut karna yang membeli atribut berhak mendapatkan status prioritas dan autobid ehh ternyata gak di kasih autobid malah di cabut dari sistem trus baru"" ini prioritas atau lecana emas itu tiba"" hilang !! perusahaan sekelas indrive masa nipu !!"
Tohom Sihombing;1;Negatif;03/10/2023 06.44;Orderan sudah semakin jarang dapat, bgm tentang prioritas dgn tidak prioritas sama saja kendalanya mendapatkan orderan, saya harap spy pihak yg mengurisi ini jgn tinggal diam, tlg dipantau dilapangan, semoga semakin maju indrive, ok 👌
Fikih Ubaydilah;5;Positif;03/10/2023 06.41;App yg bagus
Mumu Munawar;5;Positif;03/10/2023 06.35;Mantap
Indah Rosidah;4;Positif;03/10/2023 06.32;Mantap
Adrian RiyanTV;5;Positif;03/10/2023 06.32;Titik penjemputan nya terlalu jauh Sama pencarian penumpang nya semakin nggk jelas yah, history nya jangan di hilangkan itu membantu mau cari rute kemana yang ramai
doddy;1;Negatif;03/10/2023 06.30;parah .applikasi nya berubah dalam sekejap.orderan jauh jauh pickup nya dan kacau pokok mya
Adi Aja;1;Negatif;03/10/2023 06.24;Aplikasi bobrok Sistem gk jelas Makin kesini makin ancur It nya tolol gk bisa kerja
Yudy Hafidianto;5;Positif;03/10/2023 06.20;bagaimana cara mendapatkan barcode topup saldo dgn alfamart... Jawabannya selalu eror
Ajid Junaedi;5;Positif;03/10/2023 06.20;Good... Indri terbaik
IRFAN H.S;5;Positif;03/10/2023 06.00;Sabar
metra Handika;1;Negatif;03/10/2023 06.00;Aplikasi indrive saya ini bermasalah kenapa saya tekan dari offline ke online tidak bisa padahal sudah saya update dan satu aplikasi suruh buka pengaturan padah sudah on semua di pengaturan tetap juga gak bisa dari offline ke online
David Burgga;1;Negatif;03/10/2023 06.00;Bobrok
FLOVED GAMING;1;Negatif;03/10/2023 05.41;Buruk, aplikasi yg kacau, tidak dapat diandalkan driver. Anti keluhan dari driver, anti masukan dari driver, kok bisa lolos yah ini di indonesia. Mana nih pihak yg berwenang untuk cek ini aplikasi banyak kebijakan buruk yg harus segera ditindak lanjuti demi persaingan yg sehat di dunia ojol indonesia !
Wiryani Deo;1;Negatif;03/10/2023 05.40;Dengan dihapusnya autobid pada driver jadi mempersulit driver mendapatkan order, padahal jarak ke customer berapa meter doang tapi harus nyocol harga dan waktu payah banget, mentingin customer tapi lupa sama driver, kaga ada penumpang jika tidak ada driver inget tuh
Nandang Setiadi;1;Negatif;03/10/2023 05.35;Indriver makin lama makin gak jelas,hargai driver Indonesia,harus nya biar kaliyan tau keuntungan CUAN buat indriver juga driver cari CASTAMER HARUS NYA DI PERMUDAH DRIVER CARI ORDERAN BUKAN MAKIN DI PERSULIT KUSUT
Fiki Afriansyah;2;Negatif;03/10/2023 05.33;Notifikasi order masuk ga ada, masa harus liatin layar 24jam
Emah Mahyati;5;Positif;03/10/2023 05.31;oke
Tjunlie Tjunlie;1;Negatif;03/10/2023 05.09;Gk jelas aplikasi ny
Angga April Yandi;1;Negatif;03/10/2023 05.05;Coba indriver tarifnya aga di naikin dong kan situasi jalan daerah itu berbeda emangnya di Amerika ga macet abis lah bengsin ..sementara tarif ongkos murah meriah...minimal sama ratakan dengan aplikasi sebelah lah yg hijau paling tidak mendekati ongkosnya dan satu lagi klo bisa jangan sistem lelang lah nanti pilih2 penumpang nya biar aja klo kurang berkenan dengan kendaraan' biar yg menilai penumpang kasian klo yg type mobilnya kurang nanti kalah terus di lelang.. thanks
frian firmansyah;5;Positif;03/10/2023 05.03;Sangat baik, Orderan saya kalo boleh mah di tingkatin min da bageur . Lelangan ke akun saya dipermudah ngambil cs nya , hatur nuhun itu saran dari saya mah min .
Erich Richo;1;Negatif;03/10/2023 05.00;Tolong yang bijak aplikasinya,masa potongan di muka....penumpang cancel tetep kena potongan,dan gak dikembalikan sudah sering kali kejadian... sangat sangat merugikan MITRA. tolong perbaikan nya
Wayway Cloth;1;Negatif;03/10/2023 04.58;Bobrok apk sama mod masa iya canggihan mod yg bisa auto, it indrive bobrok ga bsa buat auto
