"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-","label"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"waktu pemesanan habis terus, pembayaran terganggu, aplikasi lemot, gak bisa ganti kursi penumpang. niat bikin aplikasi apa gak sih ? . email yang saya kirim segera di cek, disitu ada video kendalanya. jangan merespon seperti bot. PESAN TIKET KA LOKAL EROR. TOLONG PERBAIKI","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"waktu pemesanan habis terus, pembayaran terganggu, aplikasi lemot, gak bisa ganti kursi penumpang. niat bikin aplikasi apa gak sih ? . email yang saya kirim segera di cek, disitu ada video kendalanya. jangan merespon seperti bot. PESAN TIKET KA LOKAL EROR. TOLONG PERBAIKI","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"waktu pemesanan habis terus, pembayaran terganggu, aplikasi lemot, gak bisa ganti kursi penumpang. niat bikin aplikasi apa gak sih ? . email yang saya kirim segera di cek, disitu ada video kendalanya. jangan merespon seperti bot. PESAN TIKET KA LOKAL EROR. TOLONG PERBAIKI","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah update, aplikasi sering bermasalah. (1) Tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block 1 jam karena terlalu sering masukkan kode otp (2) ingin melakukan pembayaran melalui QRIS namun kode QRIS tidak kunjung muncul sehingga tidak bisa bayar tiket (3) jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah (tertukar antara laki dan perempuan) untuk semua penumpang.","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah update, aplikasi sering bermasalah. (1) Tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block 1 jam karena terlalu sering masukkan kode otp (2) ingin melakukan pembayaran melalui QRIS namun kode QRIS tidak kunjung muncul sehingga tidak bisa bayar tiket (3) jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah (tertukar antara laki dan perempuan) untuk semua penumpang.","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah update, aplikasi sering bermasalah. (1) Tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block 1 jam karena terlalu sering masukkan kode otp (2) ingin melakukan pembayaran melalui QRIS namun kode QRIS tidak kunjung muncul sehingga tidak bisa bayar tiket (3) jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah (tertukar antara laki dan perempuan) untuk semua penumpang.","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah update, aplikasi sering bermasalah. (1) Tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block 1 jam karena terlalu sering masukkan kode otp (2) ingin melakukan pembayaran melalui QRIS namun kode QRIS tidak kunjung muncul sehingga tidak bisa bayar tiket (3) jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah (tertukar antara laki dan perempuan) untuk semua penumpang.","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","1","0","1","0","1","0","0","0","0","0","0","010101000000"
"Bagus, setelah update aplikasi nya jadi lebih stabil dan tampilan nya yang efisien","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Setelah diupdate , aplikasinya makin lancar ga lemot","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Setelah update palah makin baik.. Apk ringan lancar tidak lemot","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Versi baru lebih ga lemot ... loadingnya ga pke lama buat akses masuk aplikasinya, pindah"" menu jg ga lemot","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Di upgrade tambah satset","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Ko tiba tiba update kaget ama logo dan mana barunya tapi jadi makin lancar sihh","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Biasanya lemot poll...tapi setelah update malah lancar teros","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"semenjak update aplikasi jd ringan dan lancar bet","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"baru di update apknya lancar terus, ga bikin nggu makin lama","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Performany sedikit lebih baik darisebelumnya,,,,","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Biasanya lemot poll...tapi setelah update malah lancar teros","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"semenjak update aplikasi jd ringan dan lancar bet","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"baru di update apknya lancar terus, ga bikin nggu makin lama","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Performany sedikit lebih baik darisebelumnya,,,,","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Sangat membantu sekali","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Ternyata harus restart hp setelah update aplikasi biar ga lemot","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"LANCARR DI HP ku tapi dg spek lumayan tinggi lo, gatau kok orang-orang bilanylemot banget tapi di aku lancar. Banyak promo hotel jug","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"kualitasnya lebih baik untuk baru di update, saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Updetan versi terbaru bner2 makin bagus deh dah gaLemot banget, sanagat memudhakan daripada versi lama","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Ternyata harus restart hp setelah update aplikasi biar ga lemot","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"LANCARR DI HP ku tapi dg spek lumayan tinggi lo, gatau kok orang-orang bilanylemot banget tapi di aku lancar. Banyak promo hotel jug","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"kualitasnya lebih baik untuk baru di update, saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Updetan versi terbaru bner2 makin bagus deh dah gaLemot banget, sanagat memudhakan daripada versi lama","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Setelah update jadi mudah buat login, ga butuh waktu yang lama untuk login. Keren nih app terupdatenya","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Diupdate jdi makin lancar, tak kasih bintang 5 deh buat aplikasi ini","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Malah semakin bagus dan lancar banget aplikasi nya di versi terbaru ini...","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Setelah aplikasi diupdate semakin lancar bgt. Sangat memudahkan.....","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Gini dong lancar severny yg kemaren kok koneksinya timeout terus,    kalo diplikasi yg baru bisa sat set pesen tiket","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Semenjak update jadi tidak berat tapi tampilan ui nya saya ga nyaman","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Semenjak update aplikasi udah ngak lemot,,tapi tampilan membingungkan. Kereta yang penuh masih muncul untungnya pesen tiket sama bayar nya aman dan gampang bgt.","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"update nya bagus, tapi lebih bagus lagi kalau ada tema warna gelap...","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Setelah update jadi lancar, tapi tampilan antarmukanya bagusan yang sebelumnya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Untuk update aplikasi nya lancar bangett, tapi lebih enak dilihat yang dulu tampilan menu aplikasinya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Semenjak update aplikasi udah ngak lemot,,tapi tampilan membingungkan. Kereta yang penuh masih muncul untungnya pesen tiket sama bayar nya aman dan gampang bgt.","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"update nya bagus, tapi lebih bagus lagi kalau ada tema warna gelap...","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Setelah update jadi lancar, tapi tampilan antarmukanya bagusan yang sebelumnya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Untuk update aplikasi nya lancar bangett, tapi lebih enak dilihat yang dulu tampilan menu aplikasinya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Udah maakin lancar ga lemot lagi, tapi tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Setelah update jadi makin lancar, untuk buka aplikasinya langsung satset, tpi menurut saya tampilan antarmukanya bagusan yang sebelumnya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Udah maakin lancar ga lemot lagi, tapi tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Setelah update jadi makin lancar, untuk buka aplikasinya langsung satset, tpi menurut saya tampilan antarmukanya bagusan yang sebelumnya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Udahh Lancar banget buat beli dan cari tiket malah tambah enak dipandaang ux terbaru nya","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"tampilan ok pemesanan cepat lgsung dapat","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..suka dg versi baru kai performnya meningkt jadi lebih cepet","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Abis tak update tampikan baru malah makin bagus dan jadi makin lancar, mw cari tiket juga gampang","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Bagus.... benr2 bagus baik performa & tampilan","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"tampilan ok pemesanan cepat lgsung dapat","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..suka dg versi baru kai performnya meningkt jadi lebih cepet","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Abis tak update tampikan baru malah makin bagus dan jadi makin lancar, mw cari tiket juga gampang","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Bagus.... benr2 bagus baik performa & tampilan","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Udah update versi terbaru tampilanya GEMESSSSS banget sukaa malah lancarr banget juga","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Darisegi perfroma lbh baik dari versi seblmunya, suka bgt sama tampilan barunya","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"enakan yg sekarang aplikasinya lancar ga l emot, tampilan lebih kelihatan seger ga ngebosenin","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Setelah update malah ga lemot masuk nya, dr segi tampilan makin oke dan performanya makin baik","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Setelah update malah ga lemot masuk nya, dr segi tampilan makin oke dan performanya makin baik","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Dari segi tampilan udah oke tapi udah nyaman sama versi lama dan lebih satset tiap pembelian kerta KAJJ versi baru pendingnya lumayan lama","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"alhamdulilah beberapa kali perjalanan pesan tiket lewat apk ini lancar jaya tanpa ada kendala apapun. Dan di loket cekin cukup menunjukkan barkot di tiket online aja tanpa perlu mencerak/print dulu. Semoga semakin sukses KAI","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Apk nya ngebantu bangettt apalagi kalo misalkan lagi butuh cepettt tiket kereta, ditambah lagi bisa order makanan via apk juga","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Semakin memberikan kemudahan customer update an yg baru ini. Bintang 5 buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya. Lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer/pengguna","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"setelah di upgrade malah jadi lancar. aplikasi nya buka jadwal/pembayaran malah jadi lebih cepet","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Mau naik kereta api bookingnya makin mudah, aplikase lancar.. ","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Apk nya ngebantu bangettt apalagi kalo misalkan lagi butuh cepettt tiket kereta, ditambah lagi bisa order makanan via apk juga","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Semakin memberikan kemudahan customer update an yg baru ini. Bintang 5 buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya. Lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer/pengguna","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"setelah di upgrade malah jadi lancar. aplikasi nya buka jadwal/pembayaran malah jadi lebih cepet","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Mau naik kereta api bookingnya makin mudah, aplikase lancar.. ","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Tidak megnecewakan siii setelah di update malah satset parah. Ada prommo kemerdekaan jgu sangat membantu sekali tengkyu kai","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Aplikasi kaiacces ada update semakin simpel dan mempermudah. makin lancar dan ga lemot juga","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Semenjak pembaruan sudah tidak ngelag, touchscreen responsif, lancar. suka jg ama fitur2 tambahnnya jadi app yg lebih multifungsi","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Aplikasi lebih ringan , dan mudah untuk digunakan ,juga penambahan fiturnya lengkap","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"alhamdulillah jd lebih mudah... lancar, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Aplikasi lebih ringan , dan mudah untuk digunakan ,juga penambahan fiturnya lengkap","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"alhamdulillah jd lebih mudah... lancar, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Aplikasi lebih ringan , dan mudah untuk digunakan ,juga penambahan fiturnya lengkap","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Aplikasi lebih ringan , dan mudah untuk digunakan ,juga penambahan fiturnya lengkap","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"alhamdulillah jd lebih mudah... lancar, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"alhamdulillah jd lebih mudah... lancar, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"alhamdulillah jd lebih mudah... lancar, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
