"content","label"
"Tolong jalan kan fitur autobid kemabali di jakarta kembali, kita sudah beli prioritas gunanya apa kalo masih nyocol juga, menyocol orderan di jalan saat mengemudi sangat membahayakan driver","Negatif"
"Okokok","Positif"
"Sistemnya tolong diperbaiki,masa penumpang dekat g ke ambil min ,Sangat membantu,good apl","Positif"
"membantu","Positif"
"Memuaskan","Positif"
"Driver ugal-ugalan, bahasa yg disampaikan juga sangat tidak menyenangkan. Kalau memang dirasa argonya ga masuk jangan diambil.","Negatif"
"Semenjak di update cara menggunakannya agak ga enak. Riwayat2 orderan tidak ada lagi. Kalau bisa diperbarui adakan fitur autonya.","Negatif"
"baik","Positif"
"Perusak dunia ojol ,ongkir murah bejad","Negatif"
"Tambah kacau.","Positif"
"Aplikasi bagong ....sangat menjajah dan tidak ada prikemanusiaan nya.dan sangat meng prioritaskn oranglain","Negatif"
"Jraknya diatur masak 22km 11 rbu gda otak lah","Negatif"
"System pembagian order nya tidak adil/ tidak merata","Negatif"
"Tarif murah","Negatif"
"Mohon untuk pihak indrive tolong di perketat keamanan nya soalnya para driver yang memakai mod (autobid) sangat merugikan bagi driver penggunaan aplikasi ori Mohon untuk di pertimbangan kembali salam driver OriâœŒ","Positif"
"G ada keamanan bagi kita consumen,banyak sekali barang tertinggal yg susah di protect","Negatif"
"Sistem sekarang yang mengharuskan driver manual untuk mengambil orderan sangat menyulitkan jika berkendara.karena bisa jadi mengganggu pengguna lain bahkan menyebabkan kecelakaan karena fokus terbagi menjadi 2 antra ambil orderan manual dan jalan. Secara demografi masyarakat indonesia menggunakan ojol agar perjalanan mereka lebih cepat. Dan fitur penawaran harga hanya ada di cs dan jarak langsung di tentukan sistem bukan driver yang menentukan dan menawar.","Negatif"
"Keamanan kita tidak jelas .payah respon lambat pantes murah","Negatif"
"Halooo kaka cs, ada jalan yang ditutup perbaikan, akibat nya muter jauhh, kenapa tidak, terpirkirkan, kasian bagi ojol nya, enak buat penumpang???,","Netral"
"tolong untuk akun akun penumpang yg sering melakukan orderan fiktif di blokir krna sangat merugikan bagi driver.","Netral"
"Aplikasi murahan yg bikin hancur tarif peronline nan","Negatif"
"Maaf min mohon bantuannya aplilakasi driver sy udh hampir seminggu gangguannya di menu dompet tidak tampil , jd sy tidak bisa top up kembali karna saldo saya mines , saya chat di ig kmrin sampe skrng blum ada balasan tentang kendala pada akun saya. Mohon bantuannya min tolong di respon di ig nya ksh tau kendalanya di mna biar sya tau , ig sy @dkurniadi2023, mksih min mohon di bantu utk driver mu ini dari palembang ....","Positif"
"aplikasi bodong bersaing tidak sehat kami para driver jadi korbanya tolong para customer jangan mau pesen aplikasi bodong ga ada kantor nya udah banyak korban pelecehan sexsual kehilangan barang","Negatif"
"Aplikasi abal2","Negatif"
"Mantap","Positif"
"Sudah ada kemajuan dalam memberantas apk pihak ke 3 (MOD/BOT). Terima kasih pihak indriver sudah mendengarkan keluhan driver yang menggunakan apk ORI Tentunya masih banyak driver yang mengakali,contoh nya mereka menggunakan Macrodoid Satu hal lagi,mohon untuk di tutup terlebih dahulu pendaftaran pengemudi baru.driver sudah semakin banyak ðŸ™ Terima kasih","Positif"
"AntarKota tolong maksimal 2 hari. Biar ga exis terus . Betul apa betul.","Positif"
"Tarif tidak manusiawi,kasihan drivernya woyy","Negatif"
"Apk tolol","Negatif"
"aplikasi busuk matikan driver harga murah ,","Negatif"
"Kenapah tidak bisa di instal invriver","Positif"
"Di update bukan nya makin bener masih banyak mod juga buat apaaan susah dapet order","Negatif"
"Tarifnya tidak manusiawi","Negatif"
"Knpa abis d perbaharui jadi ngaco, minta mulu pengaturan notifikasi padahal sudah aktip Knpa tolong di bantu","Negatif"
"Tolong map nya dibenerin dan waktu","Netral"
"Maaf saya kasih bintang 1 . Karena nyusain driver udah sistem nyocol atau sistim klik orderan membahayakan driver dan pengguna jalan lain nya","Negatif"
"tidak ada kendala di jalan,baik dan ramah","Positif"
"Ini indriver gmna,ordernya yg bener bener ga ada,atau aplikasinya yg jadi ribet. Dengan jarak 15km saya ragu jika tidak ada order sama sekali. Tolong dong di perbaiki lagi aplikasi nya","Positif"
"Update terbaru non Prio 0 orderðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€","Negatif"
"Aplikasinya tambah hebat sekarang, yang biasanya bisa dapet 15/20 penumpang, sekarang dapet 3 aja sudah bersyukur,","Positif"
"Untuk saat ini pembaruan sistem cukup merata jd bagi pemula berkesempatan bersaing dgn senior..kedepannya sistem indrive harus lebih baik lagi.","Positif"
"Mantap pisan gacor cor cor coooor","Positif"
"Bagus aplikasi simple mantap","Positif"
"Makin lama makin kesel indrive pembaruan bukan nya bagus malah bug sendiri lemot..Apalagi dpt driver jauh jauh","Negatif"
"Kaya taiii update it bego malah susah dapat orderan","Negatif"
"Paling murah diantara transportasi online dan sangat membantu","Positif"
"Aplikasi nya mantap sekarang setelah update... kembali normal LG ,saya dapet 10 order paling dikit... terima ksh indrver","Positif"
"APK Copet. Cs ga jadi naik saldo dompet kepotong. Mending kalo argo bagus. Udah murah rute sering ga sesuai. Driver yg dirugikan.","Negatif"
"Mohon maaf.kenapa apk sekarang sangat berat di hp.sering terjadi kendala pas lelang masuk ngleg.kapan ada autobid kembali..karna sistem cocol sangat membahayakan diri driver pas berkendara..di harap kan indrive semakin maju.dalam inovasi apk.","Negatif"
"Sdh d update tapi ttp minta update, pengembalian dana tdk kunjung masuk Gimana ini?","Netral"
"Cocol selalu kalah sama Yg pake MOD Tolong di Pertegas lagi Yg pake MoD","Negatif"
"diperbaiki lagi sistem nya ya,sama kan sama prioritas,akun prioritas/belum prioritas sama sama cari rejeki jadi ga ada bedanya.","Positif"
"Bagus banget buat pepergian jauh","Netral"
"Kenapa top up indriver makin naik ya biasanya 25 rb sudah bisa skrg 45 bskÂ² 100 rb minimal gt?? Tolong kembalikan indriver yg dulu yg bisa top up tanpa ada minimal nya","Negatif"
"Aplikasi tolol berbisnis tidak bermodal .hanya memanfaatkan fasilitas driver . Persaingan tidak sehat jangan kau beban kan atau mengkambing hitamkan kami sebagai driver.","Negatif"
"Jadi binggung nih sama pembaharuan yg sekarang. Knp status sedang offline tpi orderan bisa masuk & bisa cocol orderan? Mana skrng yg bunyi orderan yang jarak nya jauh jauh gile. Gimana ini","Negatif"
"Dari pagi nyalain gak bunyi-bunyi sedangkan driver lain pada bunyi.. cocol pun jarak waktu jembut langsung berubah lama gimana sih nih Indriver?","Negatif"
"Aplikasi gak jelas menu fitur online nya tidak bisa aktif ,gimana mau dapat orderan kalau status nya offline","Negatif"
"Kalo dah bagus baru naik bintang lagi","Netral"
"Tarif jahanam bikin driver blangsak...","Negatif"
"Tolong sistem nya di perbaiki secepat mungkin, klu seperti ini terus cs bisa pindah ke aplikasi lain, costumer pada mengeluh karna sering perubahan sistem dan kadang eror, tlng di ubah ke fitur autobid segera mungkin, biar cs GK pindah ke aplikasi lain","Positif"
"Aplikasi menjajah para driver. Ongkos tidak manusiawi","Negatif"
"Harga terlalu rendah merugikan driver","Negatif"
"Sebagai Customer oke lah, tapi sebagai Driver loe ngancurin pasar pembayaran","Negatif"
"Aplikasi ojol paling jos,,tingal ngadain insentive","Positif"
"Aok ini ga bisa on di saya","Netral"
"Ini knp nih di upgrade malah nambah ngaco?? Muter terus..mpe puyengðŸ˜ kl dah bner br aq ksh bintanglahðŸ˜Œ","Negatif"
"Bgs sdh autococol di garut,..tlong basmi yv pake macro, bot, mod dan yg sk jail cs nya dgn argo besar jd kpotong deh sldo..klo cs rating 1.0 tlong dblokir ni mh msh da yg rating 1.0,,2.0 msh bs order","Positif"
"Tidak bisa melihat riwat perjalanan saya","Positif"
"nice","Positif"
"Mantap","Positif"
"sebenarnya gd yg salah sama apknya cm drivernya yang hrsnya menyiapkan uang kembalian masa 2k aja gada trus saya dr kemarin trus'an naik indriver gd kembaliannya trus. sengaja atau bagaimana ya","Negatif"
"Good app","Positif"
"Sangat jelek merugikÃ n driver . Persaingan yg tidak sehat","Negatif"
"Sulit di pahami mengenai ongkos nya, sangat tidak berpihak kepada driver dan tidak mensejahterakan driver","Negatif"
"Sangat jelek,merugikan draiver","Negatif"
"Sistem indriver nya sekarang kacau, merugikan dan membahayakan untuk driver di area jabodetabek. Kita para driver di paksa untuk selalu liatin HP agar bisa cocol orderan yang mana bisa membahayakan jika sedang di jalan ada orderan yang masuk tapi tetep harus di cocol dulu untuk pilih harga dan waktu penjemputan.. Dan status akun yang sudah prioritas di sama ratakan dengan yang non prioritas, dimana itu sangat merugikan yang akun sudah menjadi prioritas, karna sudah membeli atribut jaket+helm..","Negatif"
"Good","Positif"
"Untuk beberapa hari ini gak berfungsi semesti nya ada apa kah ini aplikasi nya","Positif"
"Kenapa sekarang jadi susah buat online ðŸ–•","Negatif"
"Susah dapat orderan ..terlalu bnyak pakai mod atau bos atau makro.. sistem yg lemah gampang di bobol...tolol","Negatif"
"Indriver nda profesional ðŸ‘Ž nda mensejahterakan driver ðŸ‘Ž","Negatif"
"Udah prioritas malah hilang Prio nya,dah beli jaket mahal","Negatif"
"mohon diperbaiki lagi bug untuk driver, kadang suka dapat 2 orderan sekaligus, kadang saat dapat orderan aplikasi crash saat di refresh orderan masuk tapi tidak ada alamat jemput atau pengantaran. selebihnya masih oke. semoga semakin baik lagi kedepannya ðŸ™ðŸ‘","Positif"
"Kok punyak ak gk dpt2 kastamer","Positif"
"Kenapa sekarang gabisa 2 titik pdhal sebelumnya bisa","Netral"
"Indriver kayak maling saja","Negatif"
"Driver nya tak tau diri, malah minta uang lebih","Negatif"
"Aplikasi mantap , lebih mantap lagi kalau di musnahkan","Negatif"
"Awal nya rekomend banget ni apk .. Makin kesini makin aneh, masa jarak ordera yg ada di list orderan kita di atas 5kilo semua,Sedangkan orderan yg di deket lokasi kita gk masuk ke akun kita, Contoh . Saya stanby menungggu orderan di lokasi A tapi yg ada di list orderan di lokasi nya di lokasi C Pernah saya penasaran, saya coba muter, saya jalan ke lokasi C sampe di sana orderan yg di list orderan yg masuk di lokask A semua Payah","Negatif"
"Apk nya ripuh g ada asuransi dan lain laim,kantor nya ga ada dan ga jelas,,mobil nya tidak sesuai,tidak standar mobil pada umum nya,seperti angkot tidak dinyalakan ac,dibawa kebut2an,dll Saya sangat sangat tidak puas","Negatif"
"Bersaing yg sehat dong ...jgn kya naik andong !!!","Negatif"
"very good","Positif"
"Aplikasi sapi perah buat driver argo tidak masuk akal lebih dari oplet dan kretek kuda .. mau mau nya naik indriver keamanan tidak ada kantor nya pun tidak jelas","Negatif"
"Fitur baru Semakin sulit untuk mendapatkan orderan.","Positif"
"Aplikasi gak jelas saya ketinggalan barang di mobil mau lapor lapor kemana? Dan kenapa setiap saya naik indriver gak pernah pake AC, apakah karena saya cuma bayar 12k jadi gak dikasih pake AC, sekarang saya pindah lagi ke gojek di gojek saya serasa jadi sultan oleh pelayanan Driver nya, ilove gojek","Negatif"
"good","Positif"
"Versi baru kacau, posisi di Online kaga bisa....Offline terus, ini gimana Boss Makin naek versi bukan nye bener malah Rusak","Negatif"
"Bajred","Negatif"
"Aplikasi malah menjadi kemunduran ui/ux nya prio sama non prio sama ajh status nya, jarak 60 meter gk kena, percuma beli jaket, aplikasi makin berat, auto bid dicabut, percaya sama saya klo gk dibikin seperti dulu lagi bakalan gaada yg mau ngorder lagi, semenjak update kinerja aplikasi berat","Negatif"
"sopan dan baik","Positif"
"Kenapa fitur sekarang tidak mendukung driver tolong diubah lah updatenya saya udah beli baju biar jadi akun prioritas malah jadi driver biasa","Negatif"
"Oke","Positif"
"Bad","Negatif"
"Menyusahkan driver harus cocol lagi saat berkendara tolong lah autobid di adakan lagi, system udah aman tidak ada mod","Negatif"
"Murahan merusak harga","Negatif"
"Dengan adanya aplikasi ini sangat memudahkan kami dalam bepergian, khususnya untuk tunanetra.","Positif"
"susah mendapatkan orderan, selalu saja di tolak","Negatif"
"Bagus","Positif"
"Sangat tidak adil, padahal akun saya sudah mendapatkan status ""PRIORITAS"" tetapi setelah di update status akun saya kembali berstatus ""NORMAL"", dampaknya saya susah kembali mendapatkan orderan","Negatif"
"nice","Positif"
"pelayan an ok","Positif"
"Setelah update lencana prioritas malah hilang d email blom djawab di chat d dukungan jawaban kendala tapi gk kelar kelar.. Gimana woy status akun prioritas w masa ilang w ud beli atribute","Negatif"
"Bagus, mudah digunakan","Positif"
"Setelah updata indrive makin hancur, susah mendapat order, tidak ada tampilan bid di layar jika ada orderan masuk,, sering buffering(error).. tolong kembalikan ke versi yang dulu, dulu yg sangat mudah mencari penumpang tidak sering error seperti sekarang sangat parah aplikasinya sangat busuk... kembalikan aja ke versi sebelumnya, makasih","Negatif"
"Sistem sekarang malah semakin jelek.dimana keamanan driver tidak di utamakan.sistem yang mengharuskan driver untuk nyocol. Kalau driver lagi di jalan dan kecepatan penuh apakah driver harus nyocol juga? Biar admin yang jawab.","Negatif"
"Tolong perbaiki lagi, ketika ada orderan dekat orderan langsung ilang, untuk klik manual, tolong di perbaiki terimakasih","Positif"
"Naik versi bukannya makin bagus malah makin ancur,,,d online nin ga bisa,,NARIK DARI KEMARIN GA BISA","Negatif"
"Parah sih indriver masa saya udah beli atribut di shope terus udah prioritas satu bulan eh sekarang malah hilang pita prioritas nya ga kembali lagi parah bener rugi saya beli atribut mahal mahal","Negatif"
"Dibenerinlah sistemnya. dr awal yg dibahas sama pengguna yang lain rataÂ² sama masalah jarak.. harusnya yg real di maps berapa aslinya jauh.. fitur en route jg ga ada.. bolak balik install/uninstall msh tdk ada jgn dibalas ulasannya cuma perbaiki cuma itu tp belum ada perubahan.. yg rugi bukan cuma driver tp juga customer.. percaya sama saya, kalo ga dibenerin pasti bakal jatuh indrive ini.. ayolah demi kalian juga sebagai perusahaan.. ga kasihan apa kalian juga buat ini kan jg demi cari duit jg","Negatif"
"baguss apk nyaa. setelah di update, UI nya jauh lebih baik. Terimakasih","Positif"
"Mantap","Positif"
"Mantap","Positif"
"Mohon maaf kejadian kemaren saya dapet order terus di cancel sama penumpang saldo saya sudah kepotong padahal saya belum gerak.. Gimana ini di updet malah nyusahin driver","Negatif"
"Aplikasi ini aplikasi yang membantu hidupku mantap rrinakaish indrive","Positif"
"Tambah Banyak yg pakai MOD jadinya amburadul.... setiap mau minta orderan langsung orderan diterima parah parahhh. Kebijakan indriv harus tegas mas bro!!","Negatif"
"Payah","Negatif"
"Good","Positif"
"mantap","Positif"
"Bagus","Positif"
"Mantap","Positif"
"Hello indri??? Diem diem bae, coba dong di cek itu orang orang yang pake aplikasi tambahan di kawasan bandara soeta, order nongol pas di cocol ilang... Kalian harus tegas dong, masa tutup mata, hargain driver yang jujur....sakit hati gw klw lagi pas antar ke bandara terus ada order masuk tapi selalu hilang dalam sekejap....","Negatif"
"Makin..susah...klo blm dpt order tombol gk bs online..gmn nih.....coba kyk aplikasi sebelah jgn sistem lelang kyk gini...","Netral"
"Aplikasi sangat bagus, sy kasih bintang 3 dl.... tolong diperbaiki untuk order yang masuk kalau dari driver yang batalkan saldo topup driver jangan dipotong biaya pelayanan harus dikembalikan....","Positif"
"Sistem amburadul","Negatif"
"Banyak Coustamer penipu, tdk ada pusat bantuan untuk membantu para driver yang kena tipu, muda mudahan bisa di perbaiki lagi, kalau bisa penumpang harus daftarkan diri kayak driver supaya bisa tau identitas penumpang nya biar gak main nipu lagi. Kasihan orang mau cari rejeki tapi malah kena tipu gara gara coustomer yang se enak nya","Negatif"
"Cocol ilang cocol ilang","Netral"
"Untuk saat ini di kota bandung autobid aman, bukan sistem tapi cs yang menentukan.","Positif"
"Cari orderan harus cepat nyocol, trus masih lelang, kebayang kalau lagi posisi mengemudi, trs hrs cepet nyocol.. bisa ilang fokus.. blm tentu dapat orderan.. nabrak mungkin.. mikir dong kalau bikin apk.. driver ini di jalan bukan rebahan..","Negatif"
"Tolong dong untuk fitur AUTOBID nya di sama ratakan, karena sangat berbahaya di jalan jika harus klik terima/cocol.. Mohon untuk di pertimbangkan kembali keselamatan buat kami para driver..","Netral"
"Aplikasi bangsat","Negatif"
"Tolong dong untuk aplikasi driver pengemudi nya sistem autobid jangan nyocol membahayakan driver dan pengguna jalan lain nya ini masukan nya saja. Jika memang sekarang di perbarui tolong sistem autobid aja seperti kompotitor aplikasi lain nya. Sistem autobid tapi masuk nya ke aplikasi penumpang lelang beberapa driver . Jadi penumpang yang milih","Negatif"
"Setelah pembaruan nyari orderan susah.. Menyulitkan driver.. Boro boro buat makan buat bensin aja susah.. Sehari keluar cuma dapet 11 rb.. Padahal akun prioritas awalnya skrng prioritas hilang.. Mending uninstall aja .. Aplikasi ga berguna.. Masih tahap uji coba tapi udah di publish nyusahin driver..","Negatif"
"Aplkasi aneh..kantor nya ghoib","Negatif"
"Kok jadi gini ya aplikasinya,, jd banyak sekali kekurangannya, orderan lun yg hadir semakin sedikit","Negatif"
"Saldo driver harusnya bisa diambil","Negatif"
"Apk ðŸ‘Ž","Negatif"
"Update terbaru BUG tidak bisa online di Xiaomi 4X","Negatif"
"Rubah2 terus kebijakan.auto on skrf nyocol lg..mana yg duluan nyocol malah di bawah pilihan nya kalah dgn yg terkkahir nyocol di atas pilihan nya..ga jelas","Negatif"
"Lucu ni drivernya masa nego harga nya bukan di aplikasi tapi di WA, ga ngerti pake aplikasinya atau gimna nieh drivernya","Negatif"
"Bismillah...","Positif"
"Terimakasih sudah d terima jadi driver indriver","Positif"
"ok","Positif"
"Mohon gmn caranya sistemnya ada Autobid ya biar memudahkan Driver u menerima orderan secara cepat..","Positif"
"Indrive .. mantap.. intinya jangan pada munapik.. dengan apk ini... banyak membantu sekali..mudah mudah smua ctmr bisa pindah ke indrive. Amin... biar kompetitor nya pada .....","Positif"
"bukanya tambah bener, malah tambah kacau.. hatusnya yg di benahin dan di perbaiki itu gimana caranya biar makin banyak oramg pake indrive, bukan malah aplikasi yg di acak"". kita yg di lapangan yg tau sikonya seperti apa.","Negatif"
"sangat baik","Positif"
"Aplikasi yang membebankan driver harga 12rb , tidak manusiawi","Negatif"
"Lebih bagus lagi driver di permudah lelang","Positif"
"Apliaksi penjajah, ngasi tarif tidak manusiawi. Bersaing tidak sehat.merugikan kami para driver online. Tolong para custemer hargai kami...jangan gunakan aplikasi bodong yg ga ada kantor nya.","Negatif"
"Halo admin saya ngojek di sekitaran bandara Sukarno Hatta,,kenapa jalur mobil bisa di lalui motor,,ada 2 titik jalur mobil bisa di lalui motor,di jl. C1 & puter balik di jl.raya Soekarno Hatta,jelas jelas motor di larang melintas ,,","Negatif"
"Makin di update makin anyep ga ada penumpang nya","Negatif"
"Aturan sistem nya parah, Masa prioritas veteran kalah terus sama pringkat prioritas yang dibawah nya.. Peringkat yang dibawah lebih sering masuk lelangan di urutan pertama Sedangkan posisi prioritas veteran lebih dekat dengan pelangan, tapi masuk urutan ke 3 dan 4, padahal peringkat sangat tinggi.. Tolong perbaiki, dan atur sesuai peringkat","Negatif"
"Tolong yg pakai apk mod di sterilisasi","Positif"
"tolong ini kenapa ya ketika mau tambah dana akun kok tidak muncul apa apa .malah kaya yang ngebleng .tolong diperpaiki .mau laporan kedukungan malah page eror trus","Positif"
"knp si klo ada yang 1 masuk harus rebutan? sistemny sikutÂ²tan kaya orang kerja ajh padahal driver doangðŸ—¿","Negatif"
"sangat bagus","Positif"
"Membantu menambah keuangan saya","Positif"
"Ok","Positif"
"Aplikasi aneh. Bikin driver emosi. Beli atribut susah banget giliran dapet eh prioritas nya hilang gara2 critical update. Yg tidak prioritas malah ratingnya naik jadi veryhigh, yg prioritas malah ratingnya turun jadi noemal. Jangan mau disuruh beli atribut. Buang2 duit.","Negatif"
"Ok","Positif"
"INI GIMNA SIH PIHAK INDRI MAU ONLINE AJA SUSAH BANGET UDH DIAKTIFIN SEMUA PENGATURAN NOTIF TETEP GK BISA ONLINE , TOLONG DONG DIBENERIN LAGI APLIKASI NYA JANGAN MAKIN RIBET GINI , JADI GAK BISA ONBID NIH SEHARIAN PARAH BANGET SIH NIH KINERJA YANG OTAK ATIK APLIKASI NYA ASTAGA , TOLONG DIBENERIN LAGI DONG BIAR GAMPANG ONLINE NYA , GUA KASIH BINTANG 1 DULU SAMPE TUH APLIKASI DIBENERIN LAGI , GAK BISA NARIK NIH GUE ASTAGA","Negatif"
"APK MOD udah kurang semenjak update,,,untuk kedepan dipertahankan untuk untuk memberantas MOD,,, udah lumayan,,, tapi sekarang kok Kurir gak dihitung dalam perjalanan??","Netral"
"Top dech","Negatif"
"Kok loading terus yaah ???","Positif"
"Meski ongkos nya murah tp potongan nya jg rendah buat driver..","Positif"
"Kembalikan ketampilan sebelumnya, tampilan baru sangat buruk untuk mendapatkan order. Dan ketika dibawa jalan, tidak akurat serta tidak update seperti sebelumnya","Negatif"
"TOLONG UNTUK ADMIN INDRIVE, DILAPANGAN BANYAK SEKALI APLIKASI ILEGAL PIHAK KE 3, SAYA SELAKU DRIVER INDRIVE MERASA TERCURANGI DENGAN ORANG ORANG YANG PAKAI MOD APLIKASI INDRIVE. TOLONG DITINDAK DRIVER YANG CURANG, KARENA MERUGIKAN SEKALI KE TEMANÂ² YANG PAKAI APLIKASI NORMAL. TOLONG APLIKATOR LEBIH PROTECT LAGI . TERIMAKASIH","Positif"
"Jangan terlalu sering update ya...","Positif"
"oky.","Positif"
"parah te bisa mode top up","Negatif"
"ok","Positif"
"siap mantap jam berpa put stay driver nya","Positif"
"Setelah di updet gk ada notifikasi atau bunyi apapun.. Pdahal bbrpa order trdekat ada.. Satu lgi, sering close force pdhal aplikasi laen kya sosmed bae2 aja.. Tolong diperbaiki..","Netral"
"Mantap","Positif"
"Mantap","Positif"
"Apk makin kesini malah Makin kesana","Negatif"
"Kamvret grgr di update jadi critical update penghasilan w 95% turun . Coba lah it kantor indriver ubah seperti dulu lagi .","Negatif"
"Kalau dapat orderan otomatis Masuk nya tanpa pilih "" driver","Negatif"
"Kenapa indriver setelah di-update malah tidak jelas ikon arah hilang dan malah selalu timbul arahan indrive dikolom rusak penglihatan saja","Positif"
"ðŸ‘","Positif"
"tolong di perbaharui sistemny gabisa AUTO","Positif"
"Busuk, terlalu aneh ini aplikasi, jarak penjemputan di atas 5km, kan bagong. Sedangkan tetiba muncul jarak 1-2 km tanpa notif, kontollll benerrrr...","Negatif"
"tolong harga di bandung naikin dong... harga bensin naik nih, kasih dong indri, mana L mana s. penumpang ny banyak ongkos murah. tolong dong indri kasian dong k driver promo promo sih","Negatif"
"mantap","Positif"
"Aplikasi anehh...setiap ada order trs dicocol selalu gk pernah dapat...membingungkan","Netral"
"update sistem tidak menjadikan lebih baik dari sisi user, mengecewakan, apakah mungkin lebih baik menggunakan aplikasi lain?","Negatif"
"Kalau orderan jau nggak ada nada dering","Positif"
"Up date malah goib ya orderan'a Makin banyak mood begal sekarang","Negatif"
"Ini knpa stelah di update muter"" terus Yaa, permintaan penumpang JDI tidak ada pada hal jaringan kenceng, terimakasih","Positif"
"Sekarang udah banyak yang pakai mod macrodroid tolong cepat di deteksi dan baned semua akun yang memakai,karna sangat merugikan orang yang main bersih,cepat tingkatkan perlidungan terhadap mod dan kecurangan aplikasi","Negatif"
"Makin apded makin kga jelas","Negatif"
"Luar biasa","Positif"
"update aplikasi bukan nya lebih bagus malah zonk. orderan nya kosong terus. sekali nya nongol langsung ilang dalam sekejap. masa aplikasi ori kalah sama aplikasi mod yg gampang banget dapet orderan.","Negatif"
"Mau ganti nomor Hp kenapa tidak bisa??? CSnya juga nggak ada respon.","Negatif"
"Saya ubah jumlah bintang karena pengguna BOT/MOD masih banyak berkeliaran dan masih nyaman mereka. Percuma mengubah peta jd bagus dll, yg di butuhkan pengemudi adalah ingin kecurangan hilang...","Negatif"
"Kapan Nih Bandung sistemnya kayak jabodetabek?","Negatif"
"Buruk versi baru","Negatif"
"Nyocoll terus. Bisa kecelakaan","Negatif"
"secara umum bagus murah bisa diatur","Positif"
"Perbaiki autobid nya dong..","Positif"
"ok","Positif"
"Sangat membantu mencari uang","Positif"
"indriver applikasi kamu ko makin parah semnjak tampilan berubah sytem jadi ngaco... masa penumpang yg cancel saldo di kembalikanya esok harinya gimana saya mau narik klo saldonya di potong terus padahal si penumpangnya yg gk sabaran","Negatif"
"Good, semoga ramai orderan saya","Positif"
"ðŸ‘","Positif"
"Buruk sekali tampilan yg sekarang... Tolong rubah ke tampilan sebelumnya","Negatif"
"Sistem order diskriminasi, tampang pas2an susah dpt orderan. Knp gak dibuat otomatis seperti aplikasi sebelah? Hmpir setahun jd driver indrive tp orderan baru 7x. Sama sekali tdk mensejahterakan driver","Negatif"
"sangat baik","Positif"
"Kenapa permohonan jadi driver saya di tolak terus min, padahal saya udah cantumin profil akun lain, tapi di tolak terus udah 4x gagal","Positif"
"Tolong perbaiki system aplikasi terbaru,setelah di update malah JD lemot","Positif"
"Sistim bagong","Negatif"
"Terimakasih telah menggunakan indriver","Positif"
"bagus","Positif"
"Good aplikasi","Positif"
"Versi baru makin kacau om....","Netral"
"Tidak bisa melihat orderan","Negatif"
"Di update malah lemot, aplikasi ga bisa di pake sama sekali.. Aplikasi bobrok","Negatif"
"Perbaiki terus","Positif"
"- Argo dasar jangan ditawar lagi - berantas penggunaan MOD - Tim IT indriver dibully dimana2 sama drivernya sendiri,, banyak yg bilang ga becus memelihara aplikasi nya sndiri.","Netral"
"Oke punya","Positif"
"Smakin update smakin parah.. Critical update bikin kacau. Maps slalu abu stiap pindah tempat. Pantes aja ga nyala order padahal deket. Stiap dibawa jalan di motor maps ktinggalan dan ga ikut jalan Coba di perhatikan kalo update tuh bos ku IT INDRIVE","Negatif"
"Sistemnya makin kacau","Negatif"
"Pada mode driver, tidak bisa menggeser status ke onbid, akan selalu kembali ke offbid. Ini terjadi pada perangkat redmi note 4, padahal semua perizinan dari sistem sudah di aktifkan","Positif"
"MANTABZ ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘","Positif"
"Rungkad,boss ahhh akun driver saya udh 2 minggu hilang begitu saja,,padahal nomor hp buat login nomor yg tetap,,sali masih banyak lagi,,,lewat email ngga ada balasan,,,lewat dukungan ngga ada tanggapan","Negatif"
"Terimakasin akun saya sudah jadi prioritas","Positif"
"aplikasi jadi lemot..susah dapet orderan..lelet banget..sue lah update nya..malah tambah jelek","Negatif"
"sangat bagus","Positif"
"saya merasa di tipu dengan indrive !!! saya beli atribut karna yang membeli atribut berhak mendapatkan status prioritas dan autobid ehh ternyata gak di kasih autobid malah di cabut dari sistem trus baru"" ini prioritas atau lecana emas itu tiba"" hilang !! perusahaan sekelas indrive masa nipu !!","Negatif"
"Orderan sudah semakin jarang dapat, bgm tentang prioritas dgn tidak prioritas sama saja kendalanya mendapatkan orderan, saya harap spy pihak yg mengurisi ini jgn tinggal diam, tlg dipantau dilapangan, semoga semakin maju indrive, ok ðŸ‘Œ","Negatif"
"App yg bagus","Positif"
"Mantap","Positif"
"Mantap","Positif"
"Titik penjemputan nya terlalu jauh Sama pencarian penumpang nya semakin nggk jelas yah, history nya jangan di hilangkan itu membantu mau cari rute kemana yang ramai","Positif"
"parah .applikasi nya berubah dalam sekejap.orderan jauh jauh pickup nya dan kacau pokok mya","Negatif"
"Aplikasi bobrok Sistem gk jelas Makin kesini makin ancur It nya tolol gk bisa kerja","Negatif"
"bagaimana cara mendapatkan barcode topup saldo dgn alfamart... Jawabannya selalu eror","Positif"
"Good... Indri terbaik","Positif"
"Buat tampilan mapnya saat syandby biar menarik....untuk order carikan driver yg lokasinya gak terlalu jauh.biar kastamer cepat terantarkan...sdh pake saldo tapi order masih ambil jauhÂ²...kapan besarnya...","Netral"
"Sabar","Positif"
