"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-","label"
"Banyak fitur menjadi satu, ini baru keren. (Ka Jarak Jauh, Ka Lokal, Ka Bandara, Commuter Line) Mantap.","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Sangat membantu aktifitas kerja dan jadi lebih efisien karena tdk butuh waktu lama untuk pesan tiket semakin lancarjg","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Bagus ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Pelayanan mudah dipahami","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..suka dg versi baru kai performnya meningkt jadi lebih cepet","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Keren dengan UI yang baru, yg aq rassa diapk dulu untuk fitur rencana perjalanan lama saat loadnya buat skarang sudah lancar semua","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Mantap","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Nah, akhirnya setelah server diperbaiki, sekarang kuenceng. Terima kasih KAI","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Ini UI di update terbaru sangan menyenangkan, ada KA Lokal, Antar kota, KA bandara dan komputer yg terpisah menunya. Jadi kebih mudah, cepat dan juga railfood ðŸ¥°ðŸ¥°","0","0","0","0","0","0","1","0","0","0","1","0","000000100010"
"Mantap terimakasih","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Keren jg update yg terbaru","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Mantab","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Bagus sihh tpi waktu transaksi gagal uang saya tidak dikembalikan padahal di pemberitahuannya dikembalikan kecewa bgt siii","0","0","0","1","0","0","0","0","0","0","0","0","000100000000"
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"update nya bagus, tapi lebih bagus lagi kalau ada tema warna gelap...","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Lumayan membantu membeli tiket kereta api tanpa admin huhuðŸ”¥ðŸ”¥ lancar jg tdk ada kendala saat melakukan pemesanan, update membernya kok susah min oadahal datanya sudah sesuai bagus yg sebelumnya, padahaka sblmnya udah banyak banget pesen tiketnya","0","0","1","0","0","0","0","0","0","0","0","0","001000000000"
"Praktis","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Ktk kubuka pertama kali Access by KAI, aku mau pesan tiket JTB-GMR klas Exc ternyata ada tambahan Assuransi yg hrs dipilih, maka aku urung pesan, kecuali Assuransi itu wajib dr pemerintah bukan swasta.","0","0","0","1","0","0","0","0","0","0","0","0","000100000000"
"Mantap,sudah bisa dan sukses selalu","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Bagus sekali","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Aplikasi Bagus ,Aplikasi Ini Sangat Membantu Para Travel Khusunya Yang Menggunakan Jalur Kereta Api.","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"LANCARR DI HP ku tapi dg spek lumayan tinggi lo, gatau kok orang-orang bilanylemot banget tapi di aku lancar. Banyak promo hotel jug","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Terlalu bnyak menu semakin lemot aplikasinya....","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pake apk tiket online yang lain","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Aplikasinya mempermudah dan bagus","0","0","0","0","0","0","0","0","1","0","1","0","000000001010"
"Apk nya ngebantu bangettt apalagi kalo misalkan lagi butuh cepettt tiket kereta, ditambah lagi bisa order makanan via apk juga","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"kualitasnya lebih baik untuk baru di update, saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Updetan versi terbaru bner2 makin bagus deh dah gaLemot banget, sanagat memudhakan daripada versi lama","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Setelah diupdate , aplikasinya makin lancar ga lemot","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas","1","0","0","0","0","0","1","0","0","0","1","0","100000100010"
"baru tau kai access ada pembaruan. pas mau pesen tiket aplikasinya lancar banget","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Mudah, lancar pembayarannya....yg tdk punya atm ,bisa melalui indomart,alfamart.....mantap","0","0","0","0","1","0","0","0","0","0","0","0","000010000000"
"Setelah update palah makin baik.. Apk ringan lancar tidak lemot","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Lancar bettt","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Setelah update jadi mudah buat login, ga butuh waktu yang lama untuk login. Keren nih app terupdatenya","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Abis tak update tampikan baru malah makin bagus dan jadi makin lancar, mw cari tiket juga gampang","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Semakin memberikan kemudahan customer update an yg baru ini. Bintang 5 buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya. Lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer/pengguna","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Versi baru lebih ga lemot ... loadingnya ga pke lama buat akses masuk aplikasinya, pindah"" menu jg ga lemot","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Sudah bagus fitur lama. Sekarang mau melakukan pemesanan tidak dapat mengakses terus.","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Diperbarui malah lebih baik & malah memudahkann. Mau upgrade ke basic pake akun yang lama mudah lancar jaya langusugn bisa. Bintang 5","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"UI klo belom mateng gausa di launching","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Sangat lancar buat pesen tiket kereta, bookng hotel juga bisa lewat kai sekrang","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Di upgrade tambah satset","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Ga nyesel upgrade ke versi baru, awalnya berkali2 coba masuk tetep aja g bisa login setelh upgrade mudah login","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"byk promonya jg ni abis di perbarui pesen tiket dpat harga promo kan jadi enak ya","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Aplikasi aman lancar jaya & Membuat Pelanggan KAI Semakin mudah Dengan Update Ini.","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"app nya mudah untuk diakses mau cari dan pesen  tiket juga mudah","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"setelah di upgrade malah jadi lancar. aplikasi nya buka jadwal/pembayaran malah jadi lebih cepet","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Otomatis terupdate, versi baru memudahkan, lebih lancar. Mau pesan tiket jadi mudah kearena saya PP kerja naik commuter","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Aplikasi baru alhamdulillah.... lancar Mau pesen tiket ka lokal jadi lebih gampang","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Ko tiba tiba update kaget ama logo dan mana barunya tapi jadi makin lancar sihh","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Setelah update jadi lancar, tapi tampilan antarmukanya bagusan yang sebelumnya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"GOOD buat pemerintah apk kai terbru kualitasnya bagus cepet jg","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Kualitas semakin menurun. Sebaiknya lebih diperbaiki lagii","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Biasanya lemot poll...tapi setelah update malah lancar teros","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"semenjak update aplikasi jd ringan dan lancar bet","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Habis di update jadi mudah diakses, bagus versi terbaru daripada sebelumnya kaga lemot","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Aplikasinya tidak familiar, mending yang lama","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"sangat tidak ramah untuk penggunaan pembelian tiket harusnya cuman isi data diri ,pilih kursi, langsung bayar sekarang ada pembelian makanan , tiket transportasi dll sangat menganggu proses transaksi harusnya di pisah dari tools utama yaitu pembelian tiket jangan di selipi untuk pesan makanan maupun akomodasi transportasi. terimakasih","0","0","0","0","0","0","0","1","0","0","0","0","000000010000"
"Lancar banget... Mau melakukan pembayaran juga gamapng","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Lebih suka tampilan app yg dulu","0","0","0","0","0","0","0","0","0","1","0","0","000000000100"
"Sudah tidak ada kendala lagi buat pesen tiket kereta pake aplikasi kai ini jadi makin mudah dan cepet","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"baru di update apknya lancar terus, ga bikin nggu makin lama","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","1","0","0","0","0","0","0","1","0","0","0","0","100000010000"
"Update otomatis, biasa nya tiket kereta yang sudah habis ga ditampilin ini yang sudah habis ditampilin kirain masih tersedia","0","0","0","0","0","0","1","0","0","0","0","0","000000100000"
"Diupdate jdi makin lancar, tak kasih bintang 5 deh buat aplikasi ini","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Aplikasinya Lebih bagus daripada sistem yang lama","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Masih bagus yang lama. Setelah di-update malah bobrok","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Ada pembaruan bukannya tambah oke malah buruk","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Malah semakin bagus dan lancar banget aplikasi nya di versi terbaru ini...","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"sat sett ","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Aplikasi setelah update justru gak jelas, semakin ribet!!","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Performany sedikit lebih baik darisebelumnya,,,,","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"tampilan baru makin luncarr","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"lancar banget tdk kendala wktu mau pembayaran malah jadi efektif","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Setelah upgrade kok malah susah banget ya masuk aplikasinya..semoga segera di benahi aplikasi ini.","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Mau naik kereta api bookingnya makin mudah, aplikase lancar.. ","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"KAI access yang udah di update ga banyak errornya udah lancar juga","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Udah normal apanya, ini aku mau masuk suruh masuk pakai email lagi. Bad bgt KAI access yg baru, menyulitkan customer.","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Aplikasi sangat tidak rekomendasi. Harusnya kan pake palikasi supaya praktis ini malahan menjadi buangÂ² waktu dan gak bisa dipake. BenerÂ² gak efisien waktu. Tolong dong IT KAI diperbaiki.","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"PP kerja pake ka diupdate ini malah lancar, saya pelanggan setia kai jdiin aku BA dong ehehe","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Update malah tambah lancar","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"lancar bgt...","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Tampilan baru malah semakin buruk..","0","0","0","0","0","0","0","0","0","1","0","0","000000000100"
"keren kok, aq suka","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Habis di upgrade lancar bgt. ga nyesel update, mungkin kalo masih lemot update aha","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Aplikasiny sudah lancar kok guys yagn versi bru ini, abis update tadi aku pesen tiket dan bayar pke ovo sampe liat e-boaridngnya lancar","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Di upgrade harusnya lebih bagus, ini malah jadi ribet. Padahal yang sebelumnya udah user friendly.","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Setelah aplikasi diupdate semakin lancar bgt. Sangat memudahkan.....","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Emang boleh selancar ini????","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Tolong ini aplikasi nya banyak banget gangguannya. Please fix","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Di Update Bukan Nya Makin Bagus , malah Makin Buriq","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Di update bukannya makin bagus malah makin buruk. Tidak se simpel praktis dulu. Banyak iklan.","0","0","0","0","0","0","0","1","0","0","0","1","000000010001"
"Bagus.... benr2 bagus baik performa & tampilan","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Jauh lebih bagus performany....","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"SATSET banget aplikasinya,bisa buat buruÂ² liat jadwal kereta. Masih mending aplikasi yang sekarang daripada yang dulu","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Sudah byk plusnya daripada yang lama metode pembayaran jg banyk beli tiket k.a jadi sangat mudah bgt lacar jg","0","0","0","0","1","0","0","0","0","0","1","0","000010000010"
"Aplikasi KAI gapernah bener emang, gimanasih tim IT-nya nih ah elah","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"baru update malah ngga jelas","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Dalam proses pemesanan tiket lebih mudah dan tdk memakan waktu memakan wkatu lama lebih baik daripada versi yang dulu","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Update nya bagus, bagus bgt, apalagi tampulannya jadi lebih baru ","0","0","0","0","0","0","0","0","1","0","1","0","000000001010"
"Shapppp bos udah lancar kok","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Pembayaran ga ribet pake kaipay makin mempermudah user kai buat pesen tikt sih ini fiturbarunya satset parah lagi","1","0","0","0","1","0","1","0","0","0","0","0","100010100000"
"Aplikasi terupdate otomatis, tapi terupdate bukannya lebih baik menurutku lebih susah si, enak yang kemaren, jadi g tambah flexible, ayo balik kayak kemaren aja donk","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Udah update versi terbaru tampilanya GEMESSSSS banget sukaa malah lancarr banget juga","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Tidak megnecewakan siii setelah di update malah satset parah. Ada prommo kemerdekaan jgu sangat membantu sekali tengkyu kai","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"aplikasi g guna, klo g bisa meng operasikan aplikasi mending offline aj, malah di tiadakan offline","0","0","0","0","0","0","0","1","0","0","0","1","000000010001"
"Gini dong lancar severny yg kemaren kok koneksinya timeout terus,    kalo diplikasi yg baru bisa sat set pesen tiket","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"jadi ngga bisa cek jadwal krl, aplikasi malah jd lebih rumit, simple yg versi lama","0","0","0","0","0","0","0","1","0","0","0","0","000000010000"
"kalau sistem belum selesai harusnya jangan publikasi malah jadi repot","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Update bukannya mempermudah malah mempersulit. Aneh","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Setelah di update jadi lebih baik ngga zonk lagi baik dari performa fitur""nya dll. tampilan dan pengoperasian jugalebih efisien versi terbaru sumpah, versi lamanya nyebelin. Aneh","1","0","0","0","0","0","1","0","1","0","0","0","100000101000"
"Apk terbaru kebanyakan menu","0","0","0","0","0","0","0","1","0","0","0","0","000000010000"
"Yang saya rasakan lebih bagusan yang sekarnag daripada yang dulu, soalnya abis di upgrade aman lancar jaya","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Aplikasi yang terupdate sekarng makin lancar dan tdk ada bugnya, bug yg di versi sebelum ny sudah tdk ada","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Dari segi performa kai accsess terbaru lbih baik daripada seblumnya, booking tiekt makin mudah dan bayarnya bisa pake Qris ada fiturbuat pesen hotel juga lengkap","1","0","0","0","1","0","1","0","0","0","0","0","100010100000"
"Aplikasinya update sendiri, tp setelah ter update tidak bisa lagi melihat jadwal kereta.","0","0","0","0","0","0","0","1","0","0","0","0","000000010000"
"Ini downgrade bukan upgrade. Bad","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Stelah saya updte lagi app nya udah lebih lancar   pemesanan tiket commuter line sudah tidak eror lagi","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Cari tiket nya jadi sedikit menyusahkan, harus drop down dulu, kurang jelas tiket mana yg available, lebih jelas tampilan di versi sblm nya.. dan jadi tidak bisa sorting tiket yg available menurut harga,dsb.. Yg tersorting hanya judul besar tiket.. saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya, menurut saya itu sudah sangat jelas","0","0","0","0","0","0","0","1","0","1","0","1","000000010101"
"KAI access terupdete fiturnya makin lengkp tapi ga lemot  dan lancar juga,,pesan tiket kereta lancar seperti biasanya","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Setelah di update malah jadi lancar sekali, good job tim IT ","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Apk nya sekarang sudah tidak sering crash, jadi waktu mau memesan tiket selalu lancar tidak kehabisan waktu, pembayarannya juga mudah dg menggunaakn qris","1","0","1","0","1","0","0","0","0","0","0","0","101010000000"
"Udah bisapake Qris di kai access aya suka dengan pembayaran Qris jadi lebih simpel ditambah uga aplikasinya makin satset","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Update terbaru mlah tmabah lancar deh, walaupun tadi ada ssedikit kendala pas mau login tp selanjurnya lancar kok, suka dnegan pessan tiket online bisa pilih tempat duduk jg","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Kualitas makin bagus mudah di akses. Mau pesan tiket jadi lebih mudah","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"fiturnya lebih ribet & membingungkan . lebih simpel aplikasi sebelumnya . ,ðŸ™","0","0","0","0","0","0","0","1","0","0","0","1","000000010001"
"aplikasi menjadi lebih lancar sesudah di update, smuanya lancar dan cepat, mudah login, mudah booking, yang dulu lemot muter terus saya pernah nunggu hampir 1 jam bulak balik masih saja lemot, untung sekarnag sudah di update lebih memudahkan booking tiket online","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"Iya.. Aplikasi KAI ini jelekkk bangettt.. masa email & password udh bnr, tulisannya invalid token.. password udh direset & diganti juga masih tetep aja invalid token.. jadinya ga bisa dibuka.. ya mending uninstall aja..","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Masih mudah dan gampang di pahami aplikasi yg terbaru,,","0","0","0","0","0","0","1","0","0","0","1","0","000000100010"
"Secara user interface lebih baik yang sebelumnya, mungkin ya memang lebih terkesan modern atau bagus dipandang. Namun sedikit saran untuk bagian pemilihan tiket apabila semua tiket pada kategori tersebut habis makan seharusnya otomatis turun atau pindah ke bawah seperti dulu, serta harusnya ada perubahan harga dari harga mulai dari menjadi tiket paling murah yang tersedia sehingga lebih memudahkan percarian tiket sesuai kebutuhan.","0","0","0","0","0","0","0","1","0","0","0","0","000000010000"
"makin BURIK, pindah ke sebelah aja lah","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Sangat mudah di akses dan performanya semakin lancar","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Saya pelanggan setia kai merasa paus dengan versi terbaruny memudahkan dlm segala hal pesan tiket mudah, cek tiket kereta mudah, bayrnya mudah, fitur tambahan yng juga berguna bagi saya. salutnya dg tambahan fitur yg banyak tpai masih lancar terus ga lemot lemot","1","0","1","0","1","0","1","0","0","0","0","0","101010100000"
"Pake aplikasi dulu setiap mau pesan tiket sering gagal tapi diaplikasi sekarang selalu berhasil dna lebih cepet juga tidak lemot","0","0","1","0","0","0","0","0","0","0","0","0","001000000000"
"Selain apknya udah gak lemott lagi dan makin satset.... aku jg suka saat pesen tiket buat pilih kursinya lebih enak aja di versi skarang  daripada dulu","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"metode pembayaran sangat terbatas, tidak ada fitur ganti nomor padahal nomor sudah tidak aktif, tidak ada tombol pembayaran jika tidak sengaja keluar dr aplikasi","0","0","0","0","0","1","0","0","0","0","0","0","000001000000"
"Waktu may Bayar sudah tidak loading terus lebih baik dari seblum ny performa nya meningkat","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari & pesen tiektnya","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"udah update, ui yang baru tapi kualitas makin buruk. mau lihat jadwal krl dari jalur rangkas - tanah abang aja gak bisa","0","0","0","1","0","0","0","0","0","1","0","0","000100000100"
"Ribet, lebih gampang yang lama","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Aplikasi kaiacces ada update semakin simpel dan mempermudah. makin lancar dan ga lemot juga","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Semenjak pembaruan sudah tidak ngelag, touchscreen responsif, lancar. suka jg ama fitur2 tambahnnya jadi app yg lebih multifungsi","1","0","0","0","0","0","1","0","0","0","0","0","100000100000"
"Di update malah lancar bangettt yg dulu rada"" lemot soal ny,,,,,,buat pesen tiket & bayrnya lbh mudah skrang","1","0","1","0","1","0","0","0","0","0","0","0","101010000000"
"Untuk update aplikasi nya lancar bangett, tapi lebih enak dilihat yang dulu tampilan menu aplikasinya","1","0","0","0","0","0","0","0","0","1","0","0","100000000100"
"Upgrade Yang baru bagus dan lancar di pembayaran pake qris nya juga lancar","0","0","0","0","1","0","0","0","0","0","1","0","000010000010"
"lancar dan satset bisa diajak buru2 kalo ada panggilan mendaadak kan jadi enak kalo satzt gini","1","0","0","0","0","0","0","0","0","0","1","0","100000000010"
"Lebih baik jangan di-update dulu, memang dari segi UI bagus, cuma masih banyak eror","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Sudah terupdate harusnya lebih baik. Pas cek stasiun antar kota malah banyak yg gk ada","0","0","0","0","0","0","0","0","0","0","0","1","000000000001"
"Mata saya lebih nyaman dengan warna biru khas KAI daripada yang ungu","0","0","0","0","0","0","0","0","0","1","0","0","000000000100"
"Darisegi perfroma lbh baik dari versi seblmunya, suka bgt sama tampilan barunya","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"KAI access yang udah di update errornya udah ngga erorr udah normal semua mulai pesen tiket, pembayaran dll nya","1","0","1","0","1","0","0","0","0","0","0","0","101010000000"
"sataset banget coyyy..","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Udah gk lemot lagi mau mesen tiket lokal tiket antarkota semua pake online tapi apk nya lancar parah gk lemot. jadi makin memudahkan juga setelah diperbarui huhuhhu suka....","1","0","1","0","0","0","0","0","0","0","0","0","101000000000"
"satset parah solusi kalo lagi urgent","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Semenjak upgrade makin lancar untuk pembayaran makin memudahkan","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Versi baru memang lebih menarik dengan tanpilan dan fitur baru, saya pesen tiket goshow langsung dapet ga ada lagi tuh macet lemot semua lancar2 aja. kalo saya suka dg pembayaran qrisnya lebih  simepl","1","0","1","0","1","0","1","0","0","0","0","0","101010100000"
"Tampilannya lebih suka yang dulu Lebih iconic ðŸ™ƒ","0","0","0","0","0","0","0","0","0","1","0","0","000000000100"
"Aplikasinya lebih cepat dari pada yang aplikasi lama","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Coba dihilangkan aja fitur yang nggak relate sama KAI kayak beli paket data, pulsa dan token listrik biar aplikasi ini semakin efisien dan mengurangi beban server juga sehingga nggak overload ketika lagi banyak yang ngakses atau war tiket.","0","0","0","0","0","0","0","1","0","0","0","0","000000010000"
"Satset parah bgt","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"lebih user friedly yang versi sebelumnya","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1","0","0","0","0","0","0","0","1","0","1","0","100000001010"
"aplikasi acces by kai lebih lancar daripada aplikasi lama.","1","0","0","0","0","0","0","0","0","0","0","0","100000000000"
"Tampilan baru. Bukan lebih mempermudah tapi lebih mempersulit. Kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access.","0","0","0","1","0","0","0","0","0","1","0","0","000100000100"
"Setelah update jadi user friendly dan ga ribet. Qris juga udah ke detect waktu bayar, ga perlua waktu laama buat bayarnya cpeet langsugn bisa sleesai","0","0","0","0","1","0","0","0","0","0","1","0","000010000010"
"enakan yg sekarang aplikasinya lancar ga l emot, tampilan lebih kelihatan seger ga ngebosenin","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
"Mudah buat cari dan pesen tiket, kemarin udah transaksi Qris sukses tiket buat besok PP sangat memudahkan ga perlu bingung2 lagi....","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Mau masuk lancar bgt, proses ke pembayaran juga lancar, sampai- sampai waktu pembayaran hanya butuh waktu yang cepet ga lama. Ini aplikasi super lancar dari segala2nya","1","0","0","0","1","0","0","0","0","0","1","0","100010000010"
"Diupgrade malah tambah lancar,dari proses login sampe pambayran tiket","1","0","1","0","1","0","0","0","0","0","0","0","101010000000"
"Terima kasih, setelah di update kembali baru bisa di pakek","0","0","0","0","0","0","0","0","0","0","1","0","000000000010"
"perbaikin apknya bagus sekali pesan ka lokal dah makin mudah dripada yang dulu","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"update jadi ringan dan lebih cepat. UX buat lihat detail harga inovasinya bagus","1","0","0","0","1","0","0","0","0","0","0","0","100010000000"
"Setelah update malah ga lemot masuk nya, dr segi tampilan makin oke dan performanya makin baik","1","0","0","0","0","0","0","0","1","0","0","0","100000001000"
